grid_lat,grid_lon,detections,active_days,mean_frp,max_frp,mean_bright_ti4,max_bright_ti4,static_detections,vegetation_detections
21.76,83.85,46,42,2.315,5.92,317.7219565217392,339.68,44,2
22.33,82.59,43,42,1.7465116279069766,5.94,310.7686046511628,342.06,10,33
23.82,84.85,48,41,1.9556250000000002,5.72,316.47208333333333,367.0,41,7
28.74,76.93,47,41,1.0046808510638299,3.68,303.4106382978723,313.28,26,21
26.93,73.47,46,41,0.8334782608695653,1.69,301.26695652173913,310.77,42,4
22.33,82.68,45,41,1.3742222222222222,3.54,306.61822222222224,316.8,44,1
23.66,85.51,45,41,0.7535555555555556,1.66,300.13599999999997,308.58,44,1
21.24,79.22,44,41,1.5461363636363636,3.39,308.4375,333.93,43,1
23.7,86.07,56,40,2.476785714285714,10.85,315.45982142857144,344.74,56,0
22.33,82.69,47,40,2.180212765957447,13.2,312.92,347.03,44,3
23.79,86.34,47,40,2.262127659574468,8.0,309.79297872340425,340.49,42,5
21.82,83.99,45,40,1.0464444444444445,3.17,301.96911111111115,310.21,39,6
19.96,79.34,43,40,1.8374418604651164,8.61,317.0818604651163,346.54,41,2
20.96,85.15,51,39,1.9133333333333333,7.08,308.3770588235294,340.56,39,12
22.32,82.6,50,39,1.9096000000000002,4.37,310.4254,344.13,35,15
27.32,95.26,45,39,1.0326666666666666,2.73,304.42688888888887,318.14,45,0
20.97,85.13,42,39,1.587142857142857,4.08,306.67309523809524,334.14,39,3
15.17,76.65,41,39,2.356585365853659,6.91,311.78317073170734,338.35,41,0
23.79,86.23,41,39,1.1521951219512196,2.96,303.78536585365856,315.89,41,0
20.96,85.14,40,39,1.22425,3.68,304.17825000000005,310.04,39,1
27.46,95.47,47,37,0.9736170212765957,3.96,303.63510638297873,322.31,30,17
20.99,85.13,45,37,1.5393333333333332,5.09,309.6355555555556,336.06,41,4
22.25,87.39,45,37,1.0193333333333332,2.65,306.29688888888893,334.86,41,4
26.26,74.1,40,37,0.79875,1.73,299.91325,307.28,16,24
22.34,69.85,39,37,2.097179487179487,3.71,307.11846153846153,313.29,39,0
27.08,73.82,39,37,0.881025641025641,2.28,301.38179487179485,311.69,34,5
21.24,81.39,38,37,1.0223684210526316,3.54,306.0142105263158,314.42,38,0
23.31,70.2,37,37,0.6278378378378379,1.09,300.6381081081081,307.81,33,4
20.81,85.25,44,36,1.9611363636363637,3.72,307.7704545454545,340.57,42,2
18.72,79.53,41,36,1.6673170731707316,3.24,309.24146341463415,333.44,41,0
23.61,87.14,39,36,1.1776923076923076,2.4,300.7971794871795,307.84,37,2
23.7,87.1,39,36,1.6525641025641027,4.3,302.5564102564103,308.78,37,2
23.93,85.34,38,36,0.7315789473684211,1.05,300.2134210526316,309.22,29,9
22.2,84.58,37,36,0.8081081081081081,1.22,303.16513513513513,310.86,36,1
15.17,76.68,44,35,2.2647727272727276,9.77,315.9484090909091,341.91,41,3
23.67,86.11,41,35,1.2775609756097561,3.3,306.4968292682927,334.53,41,0
20.76,85.3,39,35,1.7312820512820513,6.63,308.4520512820513,333.72,28,11
23.33,70.21,37,35,0.8527027027027028,1.31,303.82108108108105,311.09,19,18
21.38,81.65,42,34,1.2335714285714285,2.57,300.54499999999996,306.38,28,14
21.19,81.41,38,34,4.016578947368421,17.82,313.54763157894735,339.34,37,1
21.24,79.23,38,34,1.5076315789473684,2.7,304.75894736842105,317.84,32,6
21.39,81.64,38,34,1.763157894736842,4.09,305.6936842105263,316.26,34,4
20.98,86.01,36,34,1.6327777777777779,5.44,312.1958333333333,341.46,35,1
21.25,79.23,36,34,1.8724999999999998,4.77,316.62111111111113,338.72,31,5
25.31,83.01,35,34,0.9665714285714285,4.4,302.75485714285713,310.46,15,20
20.7,78.62,40,33,1.5710000000000002,4.47,308.815,338.99,34,6
15.01,76.9,38,33,1.1539473684210526,2.81,303.0886842105263,309.13,11,27
21.0,86.02,38,33,3.6589473684210523,13.11,321.9526315789474,367.0,18,20
23.49,87.37,38,33,1.486578947368421,6.28,307.33263157894737,332.11,15,23
22.03,83.74,36,33,1.9825000000000002,4.6,308.7088888888889,320.97,35,1
23.6,87.15,34,33,1.1873529411764705,2.28,304.32882352941175,336.01,31,3
24.6,73.82,34,33,0.8576470588235294,2.74,302.6929411764706,339.05,20,14
31.26,76.93,34,33,0.808235294117647,5.8,300.875,347.18,31,3
22.78,86.21,37,32,2.9697297297297296,7.94,315.56243243243244,349.3,35,2
27.56,96.04,35,32,0.6351428571428571,1.41,301.1431428571429,317.51,35,0
24.82,73.1,34,32,1.2491176470588234,2.38,303.85117647058826,314.69,34,0
21.38,81.66,33,32,1.1072727272727272,2.1,302.5733333333333,311.87,33,0
22.05,85.47,32,32,0.9209375,1.4,302.3928125,310.76,32,0
23.79,86.24,32,32,1.4275,3.3,305.63625,331.87,32,0
27.03,94.89,49,31,1.153061224489796,6.9,307.5759183673469,347.79,30,19
23.74,85.02,45,31,1.865111111111111,7.76,305.79555555555555,341.72,41,4
24.16,82.6,45,31,2.251777777777778,9.01,318.64088888888887,347.31,4,41
22.31,82.74,42,31,1.8666666666666667,5.82,311.0652380952381,338.11,9,33
23.77,86.41,41,31,1.7158536585365853,4.69,308.619756097561,334.06,20,21
23.8,86.32,38,31,3.5052631578947366,8.86,312.9894736842105,341.01,23,15
19.94,73.71,35,31,0.8597142857142858,2.17,303.6682857142857,314.07,32,3
23.11,70.09,34,31,0.9661764705882353,6.57,302.315,337.48,32,2
10.92,77.06,33,31,0.8896969696969697,2.35,306.9054545454546,313.76,32,1
26.77,94.51,33,31,0.6545454545454545,2.56,303.08575757575755,329.9,4,29
20.94,86.05,32,31,1.6109375,3.96,305.2978125,315.92,32,0
24.53,81.17,32,31,0.9237500000000001,1.61,301.916875,309.89,30,2
15.92,77.36,31,31,0.8241935483870968,1.73,303.59741935483873,307.62,29,2
21.73,83.99,31,31,1.277741935483871,3.7,305.1541935483871,342.84,18,13
29.46,76.89,43,30,1.965813953488372,7.81,312.99186046511625,345.15,25,18
21.82,83.89,41,30,1.8943902439024392,6.12,310.8580487804878,337.68,13,28
22.21,84.84,38,30,1.5405263157894737,8.92,310.3671052631579,342.72,38,0
13.08,79.98,37,30,1.4110810810810812,6.54,309.18945945945944,332.44,4,33
21.2,81.4,36,30,1.9688888888888887,10.15,310.8827777777778,339.84,20,16
17.81,78.43,34,30,0.9538235294117647,2.24,307.9955882352941,324.01,6,28
15.02,78.02,32,30,1.5209375,6.19,309.44125,335.49,31,1
21.8,83.99,32,30,1.068125,4.41,305.0996875,336.96,31,1
23.67,86.94,32,30,1.595,4.4,316.2109375,342.16,27,5
21.79,83.99,31,30,0.9706451612903225,2.82,303.50935483870967,312.34,31,0
22.33,69.75,31,30,1.6083870967741936,2.59,305.91838709677415,310.52,30,1
23.52,87.27,31,30,0.8161290322580645,1.85,299.4477419354839,308.32,29,2
20.83,70.69,30,30,1.0663333333333334,1.64,304.3293333333333,311.04,29,1
23.11,70.19,30,30,0.8036666666666666,3.32,303.18199999999996,310.25,30,0
15.01,77.0,36,29,1.6675,5.72,311.94638888888886,328.14,10,26
21.82,83.9,33,29,1.7712121212121212,4.85,308.29121212121214,335.11,22,11
23.78,86.33,33,29,1.9063636363636363,5.0,307.2478787878788,318.31,33,0
24.05,80.61,31,29,1.129677419354839,3.11,302.3074193548387,312.36,30,1
28.27,77.27,31,29,0.7803225806451614,3.02,303.59032258064514,311.67,29,2
19.1,82.16,30,29,1.466,3.83,307.964,336.3,19,11
24.72,75.95,30,29,0.892,1.64,302.43266666666665,309.73,28,2
17.58,80.32,29,29,1.0293103448275862,1.47,306.31793103448274,311.96,5,24
20.86,85.0,29,29,1.8986206896551725,4.13,310.9427586206897,336.25,27,2
21.73,82.22,29,29,1.2744827586206897,2.47,305.49310344827586,313.51,24,5
20.83,86.96,41,28,2.9902439024390244,11.49,318.2217073170732,367.0,29,12
24.2,82.71,36,28,1.6241666666666665,9.93,304.15277777777777,312.48,31,5
14.87,78.05,33,28,2.137272727272727,8.15,312.0139393939394,335.66,29,4
11.18,79.1,31,28,1.4706451612903224,17.59,307.03322580645164,345.41,10,21
20.96,85.19,31,28,1.3506451612903225,2.47,304.2945161290322,311.2,31,0
21.08,85.05,31,28,3.6877419354838707,12.12,320.63516129032257,342.41,28,3
21.3,81.6,30,28,0.894,1.88,304.7196666666667,312.58,19,11
21.97,85.32,30,28,0.8450000000000001,1.55,302.122,314.27,29,1
22.23,84.75,30,28,1.1236666666666666,2.15,300.0196666666667,304.43,21,9
21.19,81.2,29,28,1.07,3.12,304.5441379310345,310.28,28,1
22.34,69.86,29,28,2.2968965517241378,3.46,307.116551724138,315.69,25,4
22.4,69.02,29,28,0.7427586206896551,1.48,303.0137931034483,307.84,25,4
21.63,82.11,28,28,0.8864285714285715,1.94,303.1257142857143,311.88,10,18
21.7,84.03,28,28,0.6414285714285715,0.94,302.1796428571429,308.58,18,10
23.02,70.1,28,28,0.8332142857142858,1.38,304.0514285714286,312.79,28,0
23.8,86.23,28,28,1.104642857142857,3.26,303.0835714285714,315.97,28,0
28.35,77.23,28,28,0.8846428571428572,2.59,304.8671428571429,320.65,17,11
21.82,84.0,36,27,0.9311111111111112,1.91,301.3858333333333,309.3,36,0
20.82,86.96,33,27,2.1563636363636363,9.31,315.2742424242424,343.87,20,13
19.02,72.89,32,27,2.973125,17.54,314.36,341.11,28,4
21.37,81.64,32,27,1.7215624999999999,3.73,303.5134375,338.51,24,8
26.65,79.48,31,27,2.402258064516129,18.39,309.4167741935484,354.36,31,0
20.84,70.69,30,27,1.275,6.71,305.5566666666667,345.04,29,1
22.91,86.07,28,27,0.8342857142857143,4.02,302.87607142857144,312.3,27,1
21.75,84.03,27,27,1.694074074074074,3.77,307.9522222222222,334.16,27,0
24.2,80.8,27,27,0.9755555555555555,2.12,302.3037037037037,315.7,24,3
24.77,74.61,27,27,1.4244444444444444,2.12,304.92703703703705,318.97,22,5
17.69,83.24,33,26,3.0536363636363637,17.96,316.1545454545455,347.12,5,28
18.8,74.26,32,26,2.4821875,5.71,317.0903125,367.0,28,4
20.96,86.05,32,26,1.8946875,7.09,314.48875,335.74,30,2
23.67,84.99,30,26,1.413,2.78,300.478,306.62,30,0
14.61,78.52,28,26,1.2442857142857144,3.66,305.9760714285714,313.62,28,0
15.0,77.0,28,26,1.4057142857142857,3.06,308.56,334.75,5,23
24.15,86.33,28,26,0.7578571428571428,1.28,303.5989285714286,317.31,18,10
18.68,73.05,27,26,1.6111111111111112,5.23,307.8974074074074,332.56,23,4
24.66,73.88,27,26,1.0374074074074073,4.91,303.5688888888889,344.39,2,25
21.37,81.69,26,26,1.5565384615384614,3.4,306.34153846153845,314.45,24,2
24.71,74.67,26,26,0.8323076923076923,1.25,302.0730769230769,307.84,26,0
26.52,90.53,32,25,1.63,5.51,310.4603125,337.64,30,2
15.52,74.0,28,25,1.0692857142857144,2.94,308.64285714285717,332.35,28,0
22.2,84.85,28,25,1.4907142857142859,4.44,305.1303571428571,333.69,23,5
26.79,94.67,28,25,0.7610714285714285,3.71,299.78035714285716,308.74,28,0
21.36,81.68,27,25,1.6333333333333333,3.52,306.3862962962963,312.88,22,5
22.17,85.44,27,25,0.5948148148148148,1.66,301.1196296296296,307.73,21,6
23.69,86.4,27,25,2.9125925925925924,10.38,316.5381481481482,344.8,24,3
23.79,86.36,27,25,2.392962962962963,21.63,309.5588888888889,355.96,26,1
15.33,76.28,25,25,1.412,3.2,305.482,312.95,24,1
29.46,76.87,32,24,1.445625,4.48,311.57875,338.3,30,2
23.75,86.41,26,24,1.893846153846154,3.73,305.3230769230769,339.08,22,4
22.31,84.77,25,24,0.7824000000000001,1.94,300.7208,308.02,17,8
21.37,81.65,24,24,1.3383333333333332,2.31,303.53208333333333,311.77,20,4
23.79,87.08,24,24,2.4941666666666666,5.16,308.7966666666667,334.99,7,17
26.76,83.21,24,24,1.0083333333333333,2.12,302.8329166666667,308.38,12,12
22.32,69.88,31,23,2.769354838709677,9.96,316.68,346.2,2,29
23.12,70.08,30,23,1.529,3.6,311.238,334.3,27,3
13.0,74.85,29,23,1.8900000000000001,4.33,314.57310344827584,337.16,18,11
17.61,83.21,27,23,2.0892592592592596,4.95,314.22999999999996,338.34,26,1
22.22,84.87,26,23,1.5715384615384616,4.78,307.7534615384615,327.96,24,2
23.12,70.09,26,23,1.4507692307692308,3.37,314.0673076923077,343.56,25,1
22.1,84.38,24,23,0.5750000000000001,1.43,298.85083333333336,305.22,22,2
22.31,82.52,24,23,1.6841666666666668,3.92,305.58458333333334,323.54,17,7
23.64,85.4,24,23,0.5258333333333333,1.33,300.4008333333333,307.37,16,8
23.69,87.13,24,23,1.3475000000000001,2.37,303.36,310.25,23,1
26.61,73.68,23,23,0.9882608695652174,1.88,302.63739130434783,309.83,23,0
22.03,83.75,28,22,2.001785714285714,5.59,311.71785714285716,336.34,28,0
23.17,82.35,28,22,2.4696428571428575,8.33,311.5814285714286,343.31,24,4
23.17,82.33,26,22,1.7330769230769232,3.21,305.13884615384615,315.29,16,10
26.64,79.47,25,22,1.6652,10.36,306.0824,345.53,23,2
21.53,86.83,24,22,0.8725,1.63,306.6645833333333,313.92,9,15
19.72,79.17,22,22,1.204090909090909,2.12,308.40227272727276,340.44,20,2
20.92,86.04,22,22,0.8877272727272728,2.55,303.57045454545454,308.55,21,1
20.24,86.61,29,21,3.346551724137931,8.33,311.298275862069,344.18,25,4
22.37,87.01,24,21,2.2575,7.29,305.8808333333333,331.27,22,2
17.53,83.0,23,21,1.3782608695652174,4.99,305.9034782608696,312.44,12,11
22.33,69.87,22,21,2.5913636363636363,9.78,308.9877272727272,347.94,20,2
23.1,70.19,22,21,0.8527272727272728,1.41,302.45863636363634,310.2,22,0
23.69,86.09,22,21,1.5877272727272727,4.4,307.0113636363636,332.57,20,2
23.76,86.42,22,21,0.8181818181818182,1.97,301.47272727272724,313.1,19,3
23.82,85.46,22,21,0.5809090909090909,0.91,298.87454545454545,303.59,19,3
11.18,79.09,21,21,1.018095238095238,1.64,307.07952380952383,312.29,21,0
19.11,82.17,21,21,1.4576190476190476,4.26,309.0942857142857,339.34,14,7
26.3,74.13,21,21,0.9876190476190477,1.78,303.53238095238095,312.24,20,1
22.05,88.1,30,20,4.599666666666667,26.7,315.1206666666667,367.0,17,13
21.92,83.36,25,20,3.2836000000000003,6.3,320.232,345.94,16,9
22.07,88.12,23,20,6.191304347826088,27.44,324.60086956521735,356.03,23,0
22.32,82.51,23,20,2.7982608695652176,8.36,312.38695652173914,334.67,4,19
23.73,85.02,23,20,2.453478260869565,5.38,310.60043478260866,333.05,23,0
23.62,85.64,21,20,0.520952380952381,0.93,300.61047619047616,311.19,18,3
23.71,85.4,21,20,0.5342857142857144,0.79,298.6328571428571,305.38,13,8
24.56,81.0,21,20,2.208095238095238,10.03,310.6514285714286,348.23,19,2
28.79,77.15,21,20,0.9495238095238095,3.09,308.1142857142857,315.22,19,2
29.13,75.78,21,20,1.098095238095238,2.79,303.0938095238095,318.96,18,3
9.98,76.38,20,20,1.7085000000000001,3.22,305.77,309.61,19,1
15.12,76.81,20,20,0.593,1.73,303.7575,307.68,19,1
15.18,76.38,20,20,1.3199999999999998,2.61,304.541,311.08,17,3
23.62,86.86,20,20,0.8285,2.38,299.725,307.55,17,3
31.26,76.92,20,20,0.7165,1.2,299.966,306.34,20,0
21.78,83.84,28,19,1.4407142857142858,6.4,306.3442857142857,334.84,18,10
18.81,74.26,24,19,2.24625,6.27,315.1091666666667,335.22,8,16
21.35,81.67,23,19,1.7334782608695651,3.28,314.4286956521739,339.46,17,6
21.24,79.63,22,19,1.3613636363636363,2.43,305.45909090909095,320.18,22,0
22.05,83.74,22,19,2.161818181818182,8.32,309.35181818181815,346.49,20,2
20.97,85.14,21,19,1.6057142857142856,4.06,307.26809523809527,333.95,18,3
21.2,81.41,21,19,3.2076190476190476,8.79,315.2190476190476,332.34,18,3
17.96,80.8,20,19,2.1465,5.42,309.1605,336.36,20,0
20.96,86.0,20,19,1.7075,4.92,307.5025,320.24,18,2
23.66,86.91,20,19,0.8960000000000001,1.57,301.518,308.64,18,2
23.73,85.01,20,19,1.6135000000000002,6.34,302.3385,325.3,19,1
21.77,83.83,19,19,1.5373684210526317,3.23,303.8205263157895,312.29,8,11
22.32,82.68,19,19,1.6863157894736842,4.96,306.44421052631577,331.36,17,2
23.57,87.09,19,19,0.8710526315789474,1.62,300.8957894736842,307.23,19,0
28.75,76.93,19,19,1.0521052631578949,3.49,305.4721052631579,314.19,7,12
31.33,76.9,19,19,0.7378947368421053,1.69,301.26684210526315,309.72,19,0
29.91,74.94,24,18,5.710416666666667,30.77,322.06625,367.0,22,2
22.32,82.69,22,18,3.8286363636363636,13.16,323.50454545454545,345.24,17,5
20.78,85.27,20,18,1.782,3.82,317.743,341.26,19,1
23.68,86.11,20,18,2.0825,6.86,311.1435,333.73,19,1
21.07,85.03,19,18,1.658421052631579,3.13,304.9036842105263,310.19,17,2
21.89,82.05,19,18,1.0110526315789474,5.23,306.69052631578944,344.94,17,2
23.69,86.08,19,18,1.976842105263158,4.99,315.7505263157895,336.72,16,3
23.84,85.3,19,18,0.7257894736842105,1.11,300.9094736842105,308.74,18,1
25.54,91.24,19,18,0.5931578947368421,0.85,299.45473684210526,304.72,11,8
21.67,84.04,18,18,1.1244444444444444,2.42,301.8911111111111,310.32,17,1
23.72,85.52,18,18,0.576111111111111,0.74,299.4194444444445,304.67,18,0
24.71,75.95,18,18,1.001111111111111,2.14,303.7316666666667,308.57,18,0
23.71,86.07,20,17,1.777,8.66,306.48699999999997,330.23,19,1
22.36,87.01,19,17,2.2952631578947367,6.97,304.9715789473684,317.99,17,2
23.8,87.07,18,17,2.231666666666667,6.07,308.40722222222223,340.29,5,13
17.14,78.22,17,17,1.1464705882352941,3.39,303.9182352941176,316.18,15,2
21.71,84.04,17,17,1.0982352941176472,2.16,304.84235294117644,310.43,8,9
21.87,83.5,17,17,1.1388235294117646,2.37,303.7076470588235,311.67,16,1
22.06,85.47,17,17,0.8764705882352941,1.53,302.66764705882355,312.54,16,1
22.26,75.14,17,17,1.0258823529411765,1.98,303.46999999999997,310.96,15,2
22.96,86.0,17,17,0.7000000000000001,4.99,300.6276470588235,336.29,12,5
23.8,86.24,17,17,1.121764705882353,2.21,301.49529411764706,312.06,17,0
26.6,73.68,17,17,0.8794117647058823,1.23,302.8294117647059,311.12,17,0
15.19,76.64,21,16,2.0738095238095235,5.57,312.5995238095238,336.64,19,2
21.68,84.03,21,16,2.4785714285714286,7.56,305.25380952380954,338.51,19,2
22.81,86.08,19,16,1.6773684210526316,5.18,310.6226315789474,346.27,15,4
24.16,82.68,19,16,2.656842105263158,12.04,316.58736842105264,342.83,6,13
10.93,77.06,18,16,0.8383333333333334,1.67,307.22222222222223,323.12,14,4
20.52,85.72,18,16,0.9288888888888889,1.4,305.2111111111111,322.03,11,7
23.67,86.12,18,16,1.1877777777777778,3.32,306.1788888888889,319.58,11,7
22.04,83.36,17,16,2.067647058823529,7.97,303.22058823529414,347.74,14,3
24.2,82.52,17,16,1.148235294117647,2.35,301.9294117647059,310.18,17,0
20.97,85.19,16,16,1.263125,4.22,304.26,330.56,16,0
22.86,86.05,16,16,0.940625,1.44,302.8,312.5,14,2
26.26,74.09,16,16,0.805,1.19,300.095,306.23,4,12
22.38,87.29,19,15,0.9273684210526316,1.55,304.25947368421055,315.35,7,12
22.63,86.18,17,15,0.6194117647058823,0.99,299.8811764705883,305.05,15,2
15.91,77.36,16,15,2.66875,17.16,308.860625,354.61,11,5
28.73,77.16,16,15,0.43125,1.04,298.98875,307.4,15,1
15.34,76.29,15,15,1.1913333333333334,1.87,305.49133333333333,312.82,15,0
17.15,78.23,15,15,0.7586666666666667,1.33,302.06333333333333,308.21,14,1
21.19,81.4,15,15,1.524,5.15,305.6986666666667,314.34,10,5
22.13,85.42,15,15,0.6073333333333333,0.9,299.512,303.97,14,1
22.27,75.14,15,15,1.1926666666666668,2.36,302.67133333333334,307.64,12,3
22.37,73.12,15,15,2.0273333333333334,3.06,306.0513333333334,317.25,8,7
22.78,86.13,15,15,0.5133333333333333,1.17,300.4646666666667,307.45,4,11
24.92,84.16,15,15,0.6453333333333333,1.96,299.64666666666665,311.07,15,0
26.09,93.95,15,15,0.38999999999999996,0.72,298.614,302.15,8,7
31.33,76.89,15,15,0.7806666666666667,1.09,301.8086666666667,307.98,15,0
20.98,86.0,16,14,1.005,1.98,306.9625,315.23,15,1
21.48,81.77,16,14,1.3375,2.51,304.093125,311.65,15,1
26.78,94.67,16,14,0.795625,1.51,303.609375,333.36,16,0
15.2,76.38,15,14,0.6586666666666667,0.96,303.45133333333337,310.23,15,0
23.84,85.31,15,14,0.6866666666666668,1.06,301.28,309.66,2,13
13.9,76.56,14,14,0.6950000000000001,1.02,303.02,305.52,7,7
19.97,79.33,14,14,0.9292857142857143,2.0,307.11785714285713,324.07,14,0
20.87,71.4,14,14,0.9228571428571428,1.47,303.9264285714286,306.94,10,4
22.06,85.46,14,14,0.9542857142857143,1.43,302.8442857142857,310.41,14,0
23.66,85.55,14,14,0.5264285714285715,0.74,298.64428571428573,306.22,13,1
23.69,68.83,14,14,0.7378571428571429,1.8,301.31928571428574,309.78,2,12
23.71,86.44,14,14,1.3114285714285714,2.55,302.51142857142855,310.64,14,0
23.79,86.21,16,13,2.006875,6.14,306.898125,341.18,16,0
23.56,87.25,15,13,1.318,3.5,302.9746666666667,323.98,6,3
17.59,80.32,14,13,0.9314285714285715,2.0,304.48857142857145,309.24,1,13
18.69,73.05,14,13,1.6064285714285715,4.86,305.8542857142857,310.23,11,3
22.06,83.73,14,13,1.332857142857143,3.3,306.5221428571429,331.51,14,0
23.81,86.31,14,13,2.107857142857143,3.81,305.8692857142857,311.43,14,0
10.93,77.07,13,13,1.1807692307692308,3.65,309.6923076923077,331.16,12,1
19.72,79.18,13,13,1.1361538461538463,4.19,304.33153846153846,310.58,10,3
23.75,85.5,13,13,1.0461538461538462,1.56,305.25461538461536,314.52,12,1
25.44,86.07,16,12,3.3425,9.39,327.8375,346.31,1,15
29.48,76.86,16,12,3.949375,27.22,319.005625,347.32,10,6
15.17,76.79,15,12,4.362666666666667,20.38,314.46,346.75,10,5
22.36,73.12,15,12,2.214,6.01,308.10266666666666,328.05,8,7
22.37,87.28,15,12,1.794,5.31,309.3426666666667,348.06,11,4
25.42,86.03,15,12,2.23,4.46,320.612,344.31,9,6
15.17,76.69,14,12,1.0435714285714286,1.61,305.5592857142857,313.12,6,8
20.24,86.6,14,12,2.4385714285714286,4.92,305.3492857142857,319.59,7,7
22.32,82.74,14,12,1.8971428571428572,5.74,309.3,341.2,2,12
23.49,87.36,14,12,1.9135714285714285,5.18,310.56857142857143,337.8,6,8
15.32,76.25,12,12,1.2616666666666667,2.52,304.5541666666667,309.77,7,5
20.71,78.62,12,12,2.5108333333333333,5.08,315.93583333333333,337.23,7,5
21.87,83.49,12,12,1.5991666666666668,6.04,307.99916666666667,337.86,11,1
22.82,86.09,12,12,0.8391666666666667,1.66,299.8533333333333,305.34,12,0
23.48,87.35,12,12,0.8708333333333332,1.5,298.295,303.02,12,0
23.67,86.93,12,12,2.0991666666666666,6.16,311.79833333333335,333.21,7,4
24.6,80.86,12,12,0.77,1.06,298.4241666666667,304.66,8,4
12.85,79.9,18,11,1.9772222222222224,3.34,314.415,329.53,8,10
21.68,82.08,15,11,1.5153333333333334,2.04,302.5133333333333,309.08,12,3
22.09,88.11,13,11,1.3184615384615386,4.28,306.7138461538462,315.67,2,11
24.24,78.16,13,11,1.4138461538461538,2.75,309.39153846153846,339.8,3,10
27.37,94.9,13,11,1.7823076923076924,4.83,311.94384615384615,337.64,13,0
11.81,77.93,12,11,1.8858333333333333,4.14,321.56416666666667,341.1,12,0
13.9,76.57,12,11,0.6649999999999999,1.01,303.51416666666665,308.37,9,3
18.74,79.53,12,11,1.2591666666666668,4.62,308.0316666666667,333.81,4,8
20.97,86.05,12,11,1.2016666666666667,2.83,306.18416666666667,330.71,10,2
21.74,83.98,12,11,3.4625000000000004,22.88,312.2941666666667,367.0,9,3
21.77,83.82,12,11,1.67,3.77,305.6166666666667,313.26,3,9
23.69,85.29,12,11,1.1725,2.33,304.70166666666665,342.05,1,11
26.3,74.12,12,11,1.035,3.03,300.605,312.21,12,0
11.31,79.81,11,11,0.7990909090909092,2.22,306.35818181818183,310.31,5,6
21.15,72.74,11,11,0.9754545454545455,2.76,307.3009090909091,315.72,2,9
21.25,81.77,11,11,0.9145454545454544,1.45,302.0,307.74,7,4
23.41,72.41,11,11,0.6790909090909091,1.81,299.33272727272725,310.89,5,6
23.65,85.57,11,11,0.759090909090909,1.18,298.8081818181818,304.74,8,3
23.68,87.12,11,11,1.029090909090909,1.9,302.91727272727275,308.05,11,0
24.32,81.33,11,11,0.9327272727272727,1.52,303.3963636363637,312.07,11,0
24.57,81.0,11,11,1.0045454545454546,1.66,302.74363636363637,311.76,11,0
24.72,74.67,11,11,0.6681818181818181,0.99,301.5,306.05,6,5
24.94,74.63,11,11,0.9927272727272727,1.68,300.37454545454545,304.83,4,7
12.85,79.91,12,10,3.2133333333333334,10.77,319.2858333333333,339.9,3,9
21.77,84.03,11,10,3.0690909090909098,7.36,318.85636363636365,342.57,9,2
23.72,85.53,11,10,0.5254545454545455,0.77,298.7127272727273,303.04,9,2
23.74,85.0,11,10,1.7118181818181817,3.01,302.0681818181818,309.38,5,6
24.76,74.6,11,10,1.8109090909090908,2.77,303.2872727272727,310.95,7,4
26.06,93.93,11,10,0.6690909090909091,1.75,299.1227272727273,305.5,5,6
13.55,77.01,10,10,1.143,5.98,305.464,337.62,9,1
13.72,79.63,10,10,1.224,2.38,306.906,319.25,1,9
21.35,81.66,10,10,2.168,3.24,317.65999999999997,335.63,9,1
21.99,85.32,10,10,0.882,1.96,300.169,309.12,10,0
22.37,73.11,10,10,1.719,3.47,304.534,316.15,8,2
22.38,87.27,10,10,2.123,2.81,303.091,310.51,9,1
22.93,69.83,10,10,0.8119999999999999,1.4,301.619,307.29,9,1
23.67,86.08,10,10,2.2670000000000003,5.16,310.664,331.62,9,1
